Booking_ID,Tanggal_Booking,Tanggal_CheckIn,Tanggal_CheckOut,Lama_Menginap,Room_ID,Tipe_Kamar,Harga_per_Malam,Status_Reservasi,Kanal_Distribusi
B0523,2025-06-16,2025-06-25,2025-06-29,4,DE013,Deluxe,500000,Check-in,Direct Booking
B0524,2025-09-22,2025-10-02,2025-10-05,3,DE022,Deluxe,500000,Cancel,OTA (Agoda)
B0525,2025-05-07,2025-07-10,2025-07-13,3,DE034,Deluxe,500000,Check-in,OTA (Booking.com)
B0526,2025-07-29,2025-09-18,2025-09-23,5,ST053,Standard,300000,Check-in,OTA (Agoda)
B0527,2025-07-24,2025-09-19,2025-09-20,1,DE086,Deluxe,500000,Check-in,OTA (Agoda)
B0528,2025-03-24,2025-06-09,2025-06-11,2,DE029,Deluxe,500000,Check-in,Corporate
B0529,2025-11-06,2025-12-02,2025-12-07,5,DE055,Deluxe,500000,Check-in,OTA (Booking.com)
B0530,2025-07-18,2025-08-28,2025-09-02,5,ST069,Standard,300000,Check-in,OTA (Booking.com)
B0531,2025-05-21,2025-08-03,2025-08-08,5,DE060,Deluxe,500000,Check-in,OTA (Agoda)
B0532,2025-08-14,2025-10-04,2025-10-08,4,SU017,Suite,1000000,Cancel,Direct Booking
B0533,2025-04-23,2025-07-02,2025-07-07,5,ST066,Standard,300000,Check-in,Direct Booking
B0534,2025-05-18,2025-07-17,2025-07-18,1,DE002,Deluxe,500000,Check-in,OTA (Agoda)
B0535,2025-10-18,2025-10-27,2025-10-29,2,ST070,Standard,300000,Check-in,OTA (Booking.com)
B0536,2025-07-08,2025-08-08,2025-08-09,1,ST044,Standard,300000,Check-in,OTA (Booking.com)
B0537,2025-03-20,2025-05-08,2025-05-10,2,DE033,Deluxe,500000,Cancel,OTA (Booking.com)
B0538,2025-11-08,2025-12-30,2026-01-03,4,ST037,Standard,300000,Cancel,OTA (Agoda)
B0539,2025-02-24,2025-04-19,2025-04-24,5,DE074,Deluxe,500000,Check-in,OTA (Agoda)
B0540,2025-02-26,2025-05-14,2025-05-16,2,SU029,Suite,1000000,Check-in,OTA (Booking.com)
B0541,2025-05-10,2025-06-25,2025-06-27,2,ST029,Standard,300000,Check-in,OTA (Booking.com)
B0542,2025-07-31,2025-10-22,2025-10-27,5,DE031,Deluxe,500000,Cancel,OTA (Booking.com)
B0543,2025-05-19,2025-05-21,2025-05-25,4,DE099,Deluxe,500000,Check-in,OTA (Agoda)
B0544,2025-05-12,2025-07-23,2025-07-25,2,DE105,Deluxe,500000,Check-in,OTA (Booking.com)
B0545,2025-09-17,2025-12-13,2025-12-16,3,SU023,Suite,1000000,Check-in,Direct Booking
B0546,2025-08-16,2025-08-30,2025-09-03,4,DE071,Deluxe,500000,Cancel,Direct Booking
B0547,2025-09-07,2025-09-26,2025-09-28,2,DE108,Deluxe,500000,Check-in,OTA (Agoda)
B0548,2025-09-28,2025-12-04,2025-12-05,1,DE023,Deluxe,500000,Check-in,OTA (Booking.com)
B0549,2025-08-20,2025-11-18,2025-11-21,3,DE107,Deluxe,500000,Check-in,Direct Booking
B0550,2025-03-28,2025-04-12,2025-04-15,3,DE113,Deluxe,500000,Check-in,OTA (Booking.com)
B0551,2025-07-12,2025-08-03,2025-08-06,3,ST034,Standard,300000,Check-in,Direct Booking
B0552,2025-08-25,2025-11-05,2025-11-09,4,DE071,Deluxe,500000,Check-in,OTA (Booking.com)
B0553,2025-06-11,2025-07-05,2025-07-09,4,ST090,Standard,300000,Check-in,OTA (Booking.com)
B0554,2025-04-23,2025-07-11,2025-07-14,3,DE049,Deluxe,500000,Check-in,OTA (Booking.com)
B0555,2025-06-17,2025-07-15,2025-07-16,1,DE112,Deluxe,500000,Check-in,OTA (Agoda)
B0556,2025-05-14,2025-05-23,2025-05-26,3,ST007,Standard,300000,Check-in,OTA (Booking.com)
B0557,2025-03-31,2025-05-29,2025-06-01,3,DE078,Deluxe,500000,Check-in,OTA (Booking.com)
B0558,2025-06-18,2025-09-08,2025-09-09,1,ST008,Standard,300000,Check-in,OTA (Booking.com)
B0559,2025-09-11,2025-09-26,2025-09-28,2,DE040,Deluxe,500000,Check-in,OTA (Booking.com)
B0560,2025-06-05,2025-08-31,2025-09-04,4,ST016,Standard,300000,Check-in,OTA (Booking.com)
B0561,2025-04-20,2025-05-31,2025-06-05,5,SU010,Suite,1000000,Check-in,Direct Booking
B0562,2025-03-15,2025-06-12,2025-06-13,1,ST035,Standard,300000,Check-in,OTA (Booking.com)
B0563,2025-08-01,2025-10-14,2025-10-16,2,DE011,Deluxe,500000,Check-in,OTA (Booking.com)
B0564,2025-03-31,2025-06-28,2025-06-30,2,ST047,Standard,300000,Check-in,Direct Booking
B0565,2025-08-16,2025-09-09,2025-09-13,4,DE063,Deluxe,500000,Check-in,OTA (Agoda)
B0566,2025-12-03,2025-12-05,2025-12-10,5,SU013,Suite,1000000,Check-in,OTA (Booking.com)
B0567,2025-10-04,2025-12-15,2025-12-19,4,ST054,Standard,300000,Check-in,OTA (Booking.com)
B0568,2025-09-21,2025-11-14,2025-11-15,1,DE048,Deluxe,500000,Check-in,OTA (Booking.com)
B0569,2025-07-30,2025-08-28,2025-09-02,5,SU030,Suite,1000000,Check-in,OTA (Booking.com)
B0570,2025-10-30,2025-11-21,2025-11-23,2,ST003,Standard,300000,Check-in,OTA (Agoda)
B0571,2025-10-08,2025-12-18,2025-12-19,1,SU005,Suite,1000000,Check-in,Direct Booking
B0572,2025-07-27,2025-10-05,2025-10-10,5,ST037,Standard,300000,Check-in,Direct Booking
B0573,2025-05-25,2025-07-21,2025-07-24,3,DE028,Deluxe,500000,Check-in,OTA (Agoda)
B0574,2025-07-30,2025-08-31,2025-09-02,2,SU016,Suite,1000000,Check-in,OTA (Booking.com)
B0575,2025-10-30,2025-11-11,2025-11-16,5,SU021,Suite,1000000,Check-in,Direct Booking
B0576,2025-07-13,2025-09-27,2025-09-29,2,ST001,Standard,300000,Check-in,OTA (Booking.com)
B0577,2025-03-24,2025-06-11,2025-06-12,1,SU023,Suite,1000000,Check-in,OTA (Agoda)
B0578,2025-07-16,2025-09-27,2025-09-28,1,ST066,Standard,300000,Check-in,OTA (Booking.com)
B0579,2025-07-17,2025-08-28,2025-09-01,4,DE006,Deluxe,500000,Check-in,Corporate
B0580,2025-03-14,2025-05-19,2025-05-21,2,SU003,Suite,1000000,Cancel,OTA (Agoda)
B0581,2025-08-12,2025-08-20,2025-08-24,4,ST024,Standard,300000,Check-in,OTA (Agoda)
B0582,2025-05-13,2025-06-14,2025-06-17,3,ST078,Standard,300000,Check-in,Direct Booking
B0583,2025-07-24,2025-10-19,2025-10-24,5,DE018,Deluxe,500000,Check-in,OTA (Booking.com)
B0584,2025-08-10,2025-10-30,2025-11-01,2,DE006,Deluxe,500000,Check-in,OTA (Booking.com)
B0585,2025-10-12,2025-10-24,2025-10-29,5,ST026,Standard,300000,Check-in,OTA (Booking.com)
B0586,2025-10-02,2025-11-19,2025-11-24,5,DE116,Deluxe,500000,Check-in,Direct Booking
B0587,2025-11-09,2025-11-21,2025-11-23,2,ST045,Standard,300000,Check-in,OTA (Booking.com)
B0588,2025-12-21,2025-12-30,2026-01-04,5,DE081,Deluxe,500000,Check-in,OTA (Booking.com)
B0589,2025-11-12,2025-12-10,2025-12-14,4,DE075,Deluxe,500000,Check-in,Direct Booking
B0590,2025-03-27,2025-06-06,2025-06-09,3,ST008,Standard,300000,Check-in,OTA (Agoda)
B0591,2025-01-27,2025-04-25,2025-04-28,3,SU017,Suite,1000000,Check-in,OTA (Agoda)
B0592,2025-02-09,2025-04-09,2025-04-14,5,SU024,Suite,1000000,Cancel,Direct Booking
B0593,2025-02-01,2025-04-01,2025-04-06,5,DE014,Deluxe,500000,Check-in,OTA (Booking.com)
B0594,2025-08-16,2025-09-02,2025-09-06,4,SU019,Suite,1000000,Check-in,OTA (Agoda)
B0595,2025-09-20,2025-10-02,2025-10-04,2,DE119,Deluxe,500000,Check-in,OTA (Booking.com)
B0596,2025-04-01,2025-06-24,2025-06-28,4,SU029,Suite,1000000,Check-in,OTA (Booking.com)
B0597,2025-04-30,2025-07-29,2025-08-03,5,DE082,Deluxe,500000,Check-in,OTA (Agoda)
B0598,2025-07-18,2025-07-19,2025-07-21,2,DE111,Deluxe,500000,Check-in,OTA (Booking.com)
B0599,2025-09-08,2025-11-14,2025-11-18,4,SU014,Suite,1000000,Check-in,OTA (Booking.com)
B0600,2025-10-18,2025-11-03,2025-11-04,1,ST080,Standard,300000,Check-in,Direct Booking
B0601,2025-03-27,2025-05-16,2025-05-17,1,ST065,Standard,300000,Check-in,Direct Booking
B0602,2025-07-15,2025-09-01,2025-09-05,4,SU004,Suite,1000000,Check-in,OTA (Agoda)
B0603,2025-05-26,2025-06-13,2025-06-18,5,SU015,Suite,1000000,Check-in,Direct Booking
B0604,2025-04-01,2025-06-24,2025-06-27,3,DE078,Deluxe,500000,Check-in,Direct Booking
B0605,2025-10-08,2025-10-28,2025-10-29,1,ST044,Standard,300000,Check-in,OTA (Agoda)
B0606,2025-05-10,2025-05-22,2025-05-24,2,SU030,Suite,1000000,Check-in,OTA (Booking.com)
B0607,2025-08-08,2025-09-27,2025-10-02,5,DE100,Deluxe,500000,Check-in,Direct Booking
B0608,2025-04-08,2025-05-14,2025-05-15,1,SU028,Suite,1000000,Check-in,OTA (Booking.com)
B0609,2025-06-07,2025-08-24,2025-08-26,2,ST064,Standard,300000,Check-in,OTA (Agoda)
B0610,2025-06-06,2025-07-15,2025-07-19,4,ST060,Standard,300000,Check-in,Direct Booking
B0611,2025-07-10,2025-08-30,2025-09-02,3,ST034,Standard,300000,Check-in,OTA (Agoda)
B0612,2025-11-09,2025-12-10,2025-12-11,1,DE104,Deluxe,500000,Check-in,OTA (Booking.com)
B0613,2025-02-19,2025-05-07,2025-05-12,5,ST028,Standard,300000,Check-in,Direct Booking
B0614,2025-07-25,2025-09-10,2025-09-11,1,SU021,Suite,1000000,Check-in,OTA (Agoda)
B0615,2025-08-12,2025-10-05,2025-10-07,2,ST034,Standard,300000,Check-in,OTA (Agoda)
B0616,2025-03-30,2025-04-09,2025-04-14,5,ST082,Standard,300000,Check-in,Direct Booking
B0617,2025-04-25,2025-05-01,2025-05-02,1,DE034,Deluxe,500000,Check-in,OTA (Booking.com)
B0618,2025-08-26,2025-10-30,2025-10-31,1,DE009,Deluxe,500000,Check-in,Direct Booking
B0619,2025-04-10,2025-06-18,2025-06-23,5,DE102,Deluxe,500000,Check-in,Direct Booking
B0620,2025-05-23,2025-06-19,2025-06-22,3,ST029,Standard,300000,Check-in,OTA (Booking.com)
B0621,2025-02-09,2025-05-04,2025-05-06,2,DE016,Deluxe,500000,Check-in,OTA (Agoda)
B0622,2025-03-30,2025-04-30,2025-05-05,5,SU006,Suite,1000000,Check-in,OTA (Booking.com)
B0623,2025-03-01,2025-04-29,2025-05-04,5,DE011,Deluxe,500000,Check-in,OTA (Booking.com)
B0624,2025-05-09,2025-06-01,2025-06-06,5,SU026,Suite,1000000,Check-in,OTA (Agoda)
B0625,2025-11-20,2025-12-11,2025-12-12,1,DE063,Deluxe,500000,Check-in,OTA (Agoda)
B0626,2025-05-22,2025-06-25,2025-06-27,2,DE117,Deluxe,500000,Check-in,OTA (Agoda)
B0627,2025-04-26,2025-05-31,2025-06-02,2,SU022,Suite,1000000,Check-in,OTA (Booking.com)
B0628,2025-02-24,2025-05-03,2025-05-04,1,DE050,Deluxe,500000,Check-in,OTA (Booking.com)
B0629,2025-12-01,2025-12-11,2025-12-16,5,DE019,Deluxe,500000,Check-in,Direct Booking
B0630,2025-04-13,2025-06-25,2025-06-27,2,DE020,Deluxe,500000,Check-in,OTA (Agoda)
B0631,2025-03-17,2025-05-30,2025-06-01,2,SU020,Suite,1000000,Check-in,Direct Booking
B0632,2025-08-02,2025-08-04,2025-08-08,4,SU019,Suite,1000000,Check-in,OTA (Booking.com)
B0633,2025-06-11,2025-07-01,2025-07-02,1,SU002,Suite,1000000,Check-in,Corporate
B0634,2025-08-09,2025-11-01,2025-11-06,5,SU030,Suite,1000000,Check-in,OTA (Booking.com)
B0635,2025-07-07,2025-08-17,2025-08-21,4,SU006,Suite,1000000,Check-in,Direct Booking
B0636,2025-01-30,2025-04-27,2025-05-02,5,SU026,Suite,1000000,Check-in,OTA (Booking.com)
B0637,2025-10-17,2025-10-23,2025-10-24,1,SU016,Suite,1000000,Check-in,OTA (Agoda)
B0638,2025-08-06,2025-09-15,2025-09-18,3,SU007,Suite,1000000,Check-in,Direct Booking
B0639,2025-08-02,2025-08-28,2025-09-02,5,ST080,Standard,300000,Check-in,OTA (Agoda)
B0640,2025-10-23,2025-11-24,2025-11-29,5,DE111,Deluxe,500000,Check-in,OTA (Booking.com)
B0641,2025-07-09,2025-08-04,2025-08-06,2,SU026,Suite,1000000,Check-in,OTA (Booking.com)
B0642,2025-08-26,2025-09-25,2025-09-29,4,ST045,Standard,300000,Check-in,OTA (Agoda)
B0643,2025-02-17,2025-04-01,2025-04-06,5,ST053,Standard,300000,Check-in,OTA (Agoda)
B0644,2025-04-14,2025-05-24,2025-05-26,2,SU029,Suite,1000000,Check-in,Direct Booking
B0645,2025-02-27,2025-05-01,2025-05-04,3,SU015,Suite,1000000,Check-in,Direct Booking
B0646,2025-11-23,2025-12-23,2025-12-25,2,DE092,Deluxe,500000,Check-in,OTA (Booking.com)
B0647,2025-05-08,2025-05-19,2025-05-24,5,ST035,Standard,300000,Check-in,OTA (Agoda)
B0648,2025-04-22,2025-05-02,2025-05-04,2,DE017,Deluxe,500000,Check-in,Direct Booking
B0649,2025-07-05,2025-08-12,2025-08-17,5,DE079,Deluxe,500000,Cancel,OTA (Booking.com)
B0650,2025-07-30,2025-09-10,2025-09-14,4,DE033,Deluxe,500000,Check-in,Direct Booking
B0651,2025-05-14,2025-06-09,2025-06-11,2,ST056,Standard,300000,Check-in,Direct Booking
B0652,2025-09-28,2025-11-25,2025-11-29,4,DE040,Deluxe,500000,Check-in,OTA (Booking.com)
B0653,2025-10-22,2025-11-18,2025-11-22,4,DE012,Deluxe,500000,Check-in,OTA (Agoda)
B0654,2025-06-08,2025-06-20,2025-06-22,2,ST015,Standard,300000,Check-in,OTA (Agoda)
B0655,2025-02-02,2025-04-21,2025-04-26,5,SU009,Suite,1000000,Check-in,OTA (Booking.com)
B0656,2025-07-25,2025-08-06,2025-08-11,5,DE014,Deluxe,500000,Check-in,Direct Booking
B0657,2025-07-04,2025-08-12,2025-08-16,4,SU019,Suite,1000000,Check-in,OTA (Booking.com)
B0658,2025-06-09,2025-08-06,2025-08-09,3,SU016,Suite,1000000,Check-in,OTA (Agoda)
B0659,2025-05-15,2025-06-02,2025-06-04,2,SU028,Suite,1000000,Check-in,OTA (Agoda)
B0660,2025-05-08,2025-06-06,2025-06-10,4,SU011,Suite,1000000,Check-in,OTA (Booking.com)
B0661,2025-02-22,2025-05-14,2025-05-18,4,ST087,Standard,300000,Check-in,Corporate
B0662,2025-04-02,2025-04-12,2025-04-17,5,SU005,Suite,1000000,Check-in,OTA (Booking.com)
B0663,2025-05-01,2025-05-18,2025-05-21,3,DE055,Deluxe,500000,Check-in,Corporate
B0664,2025-06-19,2025-06-26,2025-07-01,5,ST050,Standard,300000,Check-in,OTA (Agoda)
B0665,2025-02-11,2025-04-16,2025-04-20,4,DE104,Deluxe,500000,Check-in,Direct Booking
B0666,2025-06-07,2025-07-05,2025-07-08,3,DE111,Deluxe,500000,Check-in,OTA (Agoda)
B0667,2025-07-30,2025-08-04,2025-08-06,2,ST016,Standard,300000,Check-in,OTA (Booking.com)
B0668,2025-09-22,2025-12-02,2025-12-06,4,SU006,Suite,1000000,Check-in,OTA (Booking.com)
B0669,2025-05-19,2025-07-12,2025-07-15,3,ST064,Standard,300000,Check-in,OTA (Booking.com)
B0670,2025-01-19,2025-04-10,2025-04-14,4,DE091,Deluxe,500000,Check-in,OTA (Booking.com)
B0671,2025-09-26,2025-12-05,2025-12-06,1,DE058,Deluxe,500000,Cancel,OTA (Booking.com)
B0672,2025-06-28,2025-08-17,2025-08-20,3,SU026,Suite,1000000,Check-in,OTA (Booking.com)
B0673,2025-08-18,2025-08-22,2025-08-24,2,SU020,Suite,1000000,Check-in,OTA (Booking.com)
B0674,2025-06-13,2025-07-29,2025-07-30,1,SU009,Suite,1000000,Check-in,OTA (Booking.com)
B0675,2025-11-25,2025-12-30,2026-01-01,2,ST058,Standard,300000,Check-in,Corporate
B0676,2025-09-17,2025-10-16,2025-10-19,3,DE077,Deluxe,500000,Cancel,Corporate
B0677,2025-06-07,2025-06-30,2025-07-02,2,SU016,Suite,1000000,Check-in,OTA (Agoda)
B0678,2025-07-03,2025-10-01,2025-10-03,2,ST001,Standard,300000,Check-in,OTA (Agoda)
B0679,2025-03-31,2025-06-12,2025-06-14,2,ST005,Standard,300000,Cancel,OTA (Agoda)
B0680,2025-07-04,2025-09-06,2025-09-07,1,SU027,Suite,1000000,Check-in,Direct Booking
B0681,2025-06-22,2025-07-22,2025-07-24,2,SU012,Suite,1000000,Check-in,Direct Booking
B0682,2025-04-25,2025-07-13,2025-07-15,2,SU015,Suite,1000000,Check-in,Direct Booking
B0683,2025-03-20,2025-05-01,2025-05-06,5,SU029,Suite,1000000,Check-in,OTA (Agoda)
B0684,2025-05-08,2025-05-27,2025-05-28,1,ST028,Standard,300000,Check-in,Corporate
B0685,2025-09-02,2025-10-20,2025-10-21,1,ST054,Standard,300000,Check-in,OTA (Booking.com)
B0686,2025-06-02,2025-06-20,2025-06-24,4,ST064,Standard,300000,Cancel,OTA (Agoda)
B0687,2025-07-09,2025-09-10,2025-09-11,1,SU001,Suite,1000000,Check-in,OTA (Booking.com)
B0688,2025-07-13,2025-09-30,2025-10-01,1,SU013,Suite,1000000,Check-in,OTA (Agoda)
B0689,2025-07-18,2025-09-05,2025-09-06,1,ST041,Standard,300000,Check-in,Direct Booking
B0690,2025-10-17,2025-10-18,2025-10-20,2,ST049,Standard,300000,Check-in,OTA (Booking.com)
B0691,2025-05-05,2025-07-23,2025-07-24,1,ST039,Standard,300000,Check-in,Corporate
B0692,2025-08-29,2025-09-17,2025-09-22,5,ST002,Standard,300000,Check-in,OTA (Booking.com)
B0693,2025-05-15,2025-06-25,2025-06-26,1,ST027,Standard,300000,Check-in,Direct Booking
B0694,2025-06-25,2025-09-19,2025-09-21,2,DE107,Deluxe,500000,Check-in,Direct Booking
B0695,2025-02-05,2025-05-05,2025-05-06,1,DE041,Deluxe,500000,Check-in,Direct Booking
B0696,2025-04-24,2025-04-25,2025-04-29,4,DE031,Deluxe,500000,Check-in,OTA (Booking.com)
B0697,2025-10-07,2025-10-29,2025-11-01,3,DE044,Deluxe,500000,Check-in,OTA (Booking.com)
B0698,2025-04-03,2025-05-22,2025-05-24,2,DE017,Deluxe,500000,Check-in,OTA (Booking.com)
B0699,2025-04-28,2025-07-25,2025-07-27,2,SU029,Suite,1000000,Check-in,OTA (Agoda)
B0700,2025-08-24,2025-08-29,2025-09-02,4,SU024,Suite,1000000,Check-in,Corporate
B0701,2025-09-13,2025-09-23,2025-09-25,2,SU013,Suite,1000000,Check-in,Direct Booking
B0702,2025-05-08,2025-05-18,2025-05-22,4,DE019,Deluxe,500000,Check-in,OTA (Booking.com)
B0703,2025-02-13,2025-04-16,2025-04-20,4,DE030,Deluxe,500000,Cancel,Direct Booking
B0704,2025-04-25,2025-06-20,2025-06-23,3,SU026,Suite,1000000,Check-in,Direct Booking
B0705,2025-10-02,2025-10-27,2025-11-01,5,ST031,Standard,300000,Check-in,Corporate
B0706,2025-06-05,2025-08-14,2025-08-17,3,ST023,Standard,300000,Check-in,Direct Booking
B0707,2025-10-12,2025-10-19,2025-10-22,3,ST073,Standard,300000,Check-in,OTA (Booking.com)
B0708,2025-09-25,2025-10-02,2025-10-06,4,SU011,Suite,1000000,Check-in,Direct Booking
B0709,2025-09-08,2025-12-02,2025-12-05,3,SU020,Suite,1000000,Check-in,Direct Booking
B0710,2025-06-07,2025-08-28,2025-08-30,2,SU011,Suite,1000000,Check-in,Direct Booking
B0711,2025-10-08,2025-11-28,2025-12-01,3,DE066,Deluxe,500000,Check-in,Direct Booking
B0712,2025-07-25,2025-10-16,2025-10-21,5,SU029,Suite,1000000,Check-in,OTA (Booking.com)
B0713,2025-10-22,2025-11-15,2025-11-20,5,SU026,Suite,1000000,Check-in,OTA (Booking.com)
B0714,2025-07-18,2025-08-16,2025-08-20,4,ST071,Standard,300000,Check-in,OTA (Agoda)
B0715,2025-02-23,2025-05-20,2025-05-25,5,SU009,Suite,1000000,Check-in,OTA (Agoda)
B0716,2025-06-03,2025-07-26,2025-07-28,2,ST039,Standard,300000,Check-in,OTA (Booking.com)
B0717,2025-08-26,2025-11-01,2025-11-03,2,ST074,Standard,300000,Check-in,Corporate
B0718,2025-05-17,2025-07-30,2025-08-04,5,DE110,Deluxe,500000,Check-in,OTA (Booking.com)
B0719,2025-12-09,2025-12-14,2025-12-16,2,ST061,Standard,300000,Cancel,OTA (Agoda)
B0720,2025-03-20,2025-06-15,2025-06-17,2,SU015,Suite,1000000,Cancel,OTA (Booking.com)
B0721,2025-06-26,2025-07-18,2025-07-23,5,SU017,Suite,1000000,Check-in,OTA (Booking.com)
B0722,2025-08-13,2025-11-09,2025-11-13,4,SU013,Suite,1000000,Cancel,OTA (Booking.com)
B0723,2025-05-26,2025-08-11,2025-08-14,3,DE061,Deluxe,500000,Cancel,Corporate
B0724,2025-05-06,2025-05-15,2025-05-20,5,DE014,Deluxe,500000,Check-in,OTA (Booking.com)
B0725,2025-11-17,2025-12-23,2025-12-27,4,DE057,Deluxe,500000,Cancel,Direct Booking
B0726,2025-09-25,2025-12-24,2025-12-29,5,DE056,Deluxe,500000,Check-in,Direct Booking
B0727,2025-03-10,2025-05-22,2025-05-26,4,SU016,Suite,1000000,Check-in,Direct Booking
B0728,2025-08-18,2025-09-24,2025-09-25,1,DE101,Deluxe,500000,Check-in,OTA (Booking.com)
B0729,2025-09-16,2025-11-29,2025-12-01,2,SU015,Suite,1000000,Check-in,OTA (Booking.com)
B0730,2025-08-04,2025-10-23,2025-10-25,2,SU022,Suite,1000000,Check-in,OTA (Agoda)
B0731,2025-05-03,2025-07-31,2025-08-02,2,SU010,Suite,1000000,Check-in,Corporate
B0732,2025-02-22,2025-04-11,2025-04-13,2,DE027,Deluxe,500000,Check-in,OTA (Booking.com)
B0733,2025-11-02,2025-12-08,2025-12-10,2,ST036,Standard,300000,Check-in,Corporate
B0734,2025-05-09,2025-06-08,2025-06-09,1,DE103,Deluxe,500000,Cancel,OTA (Booking.com)
B0735,2025-07-05,2025-08-16,2025-08-19,3,ST045,Standard,300000,Check-in,OTA (Booking.com)
B0736,2025-10-19,2025-11-13,2025-11-14,1,SU019,Suite,1000000,Cancel,OTA (Booking.com)
B0737,2025-10-19,2025-12-21,2025-12-23,2,DE072,Deluxe,500000,Check-in,OTA (Booking.com)
B0738,2025-04-13,2025-05-04,2025-05-09,5,DE116,Deluxe,500000,Check-in,OTA (Booking.com)
B0739,2025-02-06,2025-04-15,2025-04-18,3,SU013,Suite,1000000,Check-in,OTA (Agoda)
B0740,2025-07-29,2025-08-06,2025-08-10,4,SU027,Suite,1000000,Check-in,Corporate
B0741,2025-07-24,2025-08-19,2025-08-22,3,DE007,Deluxe,500000,Check-in,OTA (Booking.com)
B0742,2025-03-13,2025-06-03,2025-06-04,1,ST082,Standard,300000,Check-in,OTA (Booking.com)
B0743,2025-08-30,2025-11-15,2025-11-18,3,SU023,Suite,1000000,Cancel,OTA (Booking.com)
B0744,2025-07-18,2025-09-27,2025-10-01,4,DE108,Deluxe,500000,Check-in,OTA (Agoda)
B0745,2025-02-17,2025-05-17,2025-05-21,4,DE097,Deluxe,500000,Check-in,Direct Booking
B0746,2025-05-06,2025-07-19,2025-07-22,3,SU016,Suite,1000000,Check-in,OTA (Booking.com)
B0747,2025-09-22,2025-10-27,2025-10-31,4,ST003,Standard,300000,Check-in,OTA (Agoda)
B0748,2025-01-07,2025-04-05,2025-04-09,4,DE004,Deluxe,500000,Cancel,OTA (Booking.com)
B0749,2025-01-18,2025-04-05,2025-04-10,5,SU017,Suite,1000000,Check-in,OTA (Agoda)
B0750,2025-07-10,2025-08-19,2025-08-24,5,DE010,Deluxe,500000,Check-in,OTA (Agoda)
B0751,2025-06-10,2025-08-08,2025-08-09,1,SU002,Suite,1000000,Check-in,OTA (Booking.com)
B0752,2025-08-02,2025-10-21,2025-10-22,1,ST064,Standard,300000,Check-in,OTA (Booking.com)
B0753,2025-07-16,2025-10-09,2025-10-10,1,ST052,Standard,300000,Check-in,OTA (Booking.com)
B0754,2025-04-17,2025-05-26,2025-05-27,1,DE041,Deluxe,500000,Check-in,Corporate
B0755,2025-06-24,2025-09-14,2025-09-16,2,DE017,Deluxe,500000,Check-in,OTA (Agoda)
B0756,2025-06-08,2025-08-31,2025-09-02,2,SU029,Suite,1000000,Check-in,OTA (Agoda)
B0757,2025-10-16,2025-10-24,2025-10-26,2,ST031,Standard,300000,Check-in,Direct Booking
B0758,2025-12-07,2025-12-11,2025-12-12,1,DE052,Deluxe,500000,Check-in,OTA (Booking.com)
B0759,2025-02-28,2025-04-19,2025-04-23,4,ST060,Standard,300000,Check-in,OTA (Booking.com)
B0760,2025-08-29,2025-09-23,2025-09-26,3,ST010,Standard,300000,Check-in,OTA (Booking.com)
B0761,2025-09-09,2025-11-30,2025-12-04,4,ST066,Standard,300000,Check-in,OTA (Booking.com)
B0762,2025-06-10,2025-07-02,2025-07-04,2,DE058,Deluxe,500000,Check-in,Direct Booking
B0763,2025-05-30,2025-07-03,2025-07-05,2,ST051,Standard,300000,Check-in,OTA (Booking.com)
B0764,2025-08-31,2025-09-29,2025-10-02,3,SU002,Suite,1000000,Check-in,OTA (Booking.com)
B0765,2025-08-26,2025-10-08,2025-10-10,2,DE081,Deluxe,500000,Check-in,OTA (Booking.com)
B0766,2025-11-11,2025-11-27,2025-12-01,4,SU014,Suite,1000000,Check-in,OTA (Booking.com)
B0767,2025-02-16,2025-05-07,2025-05-10,3,DE017,Deluxe,500000,Check-in,OTA (Booking.com)
B0768,2025-07-17,2025-10-13,2025-10-16,3,ST051,Standard,300000,Check-in,Direct Booking
B0769,2025-05-21,2025-06-10,2025-06-13,3,SU003,Suite,1000000,Check-in,Corporate
B0770,2025-04-15,2025-06-13,2025-06-18,5,DE078,Deluxe,500000,Check-in,Direct Booking
B0771,2025-11-25,2025-12-06,2025-12-10,4,DE084,Deluxe,500000,Check-in,Direct Booking
B0772,2025-02-07,2025-04-30,2025-05-04,4,SU015,Suite,1000000,Check-in,Direct Booking
B0773,2025-05-30,2025-06-21,2025-06-22,1,DE090,Deluxe,500000,Check-in,OTA (Agoda)
B0774,2025-10-23,2025-11-09,2025-11-11,2,ST035,Standard,300000,Check-in,OTA (Booking.com)
B0775,2025-08-13,2025-10-14,2025-10-19,5,SU003,Suite,1000000,Check-in,Direct Booking
B0776,2025-02-19,2025-04-08,2025-04-11,3,DE049,Deluxe,500000,Check-in,OTA (Booking.com)
B0777,2025-03-31,2025-04-03,2025-04-05,2,ST057,Standard,300000,Check-in,Direct Booking
B0778,2025-07-24,2025-09-07,2025-09-10,3,SU023,Suite,1000000,Check-in,OTA (Booking.com)
B0779,2025-05-16,2025-06-25,2025-06-26,1,SU003,Suite,1000000,Check-in,Direct Booking
B0780,2025-10-13,2025-11-20,2025-11-23,3,ST071,Standard,300000,Check-in,OTA (Booking.com)
B0781,2025-04-13,2025-06-08,2025-06-11,3,DE033,Deluxe,500000,Cancel,OTA (Booking.com)
B0782,2025-05-30,2025-06-24,2025-06-28,4,DE040,Deluxe,500000,Check-in,Direct Booking
